"id","ing"
2865,"butter"
2865,"onion"
2865,"potato"
2865,"haddock"
2865,"black_pepper"
2865,"parsley"
2865,"celery"
2865,"milk_fat"
2865,"smoke"
2865,"milk"
2865,"cream"
2866,"butter"
2866,"lemon_juice"
2866,"wheat"
2866,"yeast"
2866,"apricot"
2866,"milk_fat"
2866,"egg"
2866,"milk"
2867,"vinegar"
2867,"pepper"
2867,"cucumber"
2867,"bell_pepper"
2867,"onion"
2868,"butter"
2868,"wheat"
2868,"onion"
2868,"beef"
2868,"egg_noodle"
2868,"red_wine"
2868,"cayenne"
2868,"parsley"
2868,"bay"
2868,"garlic"
2868,"bell_pepper"
2868,"savory"
2868,"vegetable_oil"
2868,"beef_broth"
2868,"lemon_peel"
2869,"starch"
2869,"almond"
2869,"sour_cherry"
2869,"white_wine"
2870,"olive_oil"
2870,"green_bell_pepper"
2870,"carrot"
2870,"garlic"
2870,"cream"
2870,"tomato"
2870,"caraway"
2870,"onion"
2870,"beef"
2870,"potato"
2870,"parsley"
2870,"parsnip"
2870,"celery"
2870,"seed"
2870,"bell_pepper"
2870,"beef_broth"
2871,"pepper"
2871,"onion"
2871,"potato"
2871,"vegetable_oil"
2871,"egg"
2871,"bread"
2872,"cane_molasses"
2872,"red_wine"
2872,"cinnamon"
2872,"walnut"
2873,"tomato"
2873,"vinegar"
2873,"brussels_sprout"
2873,"starch"
2873,"chicken_broth"
2873,"cider"
2873,"butter"
2873,"dill"
2874,"butter"
2874,"cheese"
2874,"wheat"
2874,"parsley"
2874,"vegetable_oil"
2874,"bread"
2874,"egg"
2874,"cream"
2875,"butter"
2875,"caraway"
2875,"wheat"
2875,"meat"
2875,"onion"
2875,"yeast"
2875,"bacon"
2875,"black_pepper"
2875,"thyme"
2875,"honey"
2875,"seed"
2876,"butter"
2876,"egg"
2876,"wheat"
2876,"cocoa"
2877,"dill"
2877,"onion"
2877,"vinegar"
2877,"potato"
2877,"celery"
2877,"carrot"
2877,"beet"
2877,"vegetable_oil"
2877,"beef_broth"
2877,"cream"
2878,"vinegar"
2878,"meat"
2878,"onion"
2878,"potato"
2878,"black_pepper"
2878,"cider"
2878,"beet"
2878,"chive"
2878,"vegetable_oil"
2878,"cabbage"
2878,"egg"
2878,"bread"
2879,"butter"
2879,"orange_peel"
2879,"wheat"
2879,"apricot"
2879,"vanilla"
2879,"orange_juice"
2879,"cranberry"
2879,"cinnamon"
2879,"hazelnut"
2879,"egg"
2880,"butter"
2880,"olive_oil"
2880,"beef"
2880,"mushroom"
2880,"cream"
2880,"onion"
2880,"parsley"
2881,"tomato"
2881,"marjoram"
2881,"onion"
2881,"shallot"
2881,"scallop"
2881,"veal"
2881,"bell_pepper"
2881,"lard"
2881,"cream"
2882,"olive_oil"
2882,"lemon_juice"
2882,"roasted_sesame_seed"
2882,"nut"
2882,"parsley"
2882,"cumin"
2882,"chickpea"
2882,"garlic"
2882,"bread"
2883,"vanilla"
2883,"egg"
2883,"milk"
2883,"starch"
2884,"butter"
2884,"wheat"
2884,"onion"
2884,"fish"
2884,"caviar"
2884,"buckwheat"
2884,"chive"
2884,"cream"
2884,"egg"
2884,"milk"
2884,"smoked_salmon"
2885,"butter"
2885,"olive_oil"
2885,"lemon_juice"
2885,"cayenne"
2885,"parsley"
2885,"garlic"
2885,"beet"
2885,"macaroni"
2885,"cream"
2886,"butter"
2886,"olive_oil"
2886,"onion"
2886,"thyme"
2886,"black_pepper"
2886,"parsley"
2886,"walnut"
2886,"buckwheat"
2886,"egg"
2887,"butter"
2887,"cheese"
2887,"wheat"
2887,"apple"
2887,"vanilla"
2887,"cinnamon"
2887,"vegetable_oil"
2887,"egg"
2888,"coffee"
2888,"lemon"
2888,"onion"
2888,"black_pepper"
2888,"raisin"
2888,"cumin"
2888,"oregano"
2888,"yogurt"
2888,"vegetable_oil"
2888,"rice"
2889,"wheat"
2889,"sweet_potato"
2889,"vegetable_oil"
2889,"black_pepper"
2889,"egg"
2889,"scallion"
2890,"butter"
2890,"cheese"
2890,"grape_juice"
2890,"onion"
2890,"potato"
2890,"egg_noodle"
2890,"bacon"
2890,"parsley"
2890,"cabbage"
2891,"butter"
2891,"gruyere_cheese"
2891,"wheat"
2891,"onion"
2891,"cheese"
2891,"bacon"
2891,"black_pepper"
2891,"nutmeg"
2891,"lard"
2891,"vegetable"
2891,"egg"
2891,"cream"
2892,"vinegar"
2892,"corn"
2892,"champagne_wine"
2892,"horseradish"
2892,"cucumber"
2892,"beet"
2892,"watercress"
2892,"cream"
2893,"butter"
2893,"dill"
2893,"wheat"
2893,"milk_fat"
2893,"chive"
2893,"vegetable_oil"
2893,"egg"
2893,"milk"
2894,"lamb"
2894,"olive_oil"
2894,"onion"
2894,"mushroom"
2894,"potato"
2894,"starch"
2894,"parsley"
2894,"pea"
2894,"garlic"
2894,"butter"
2894,"milk"
2894,"meat"
2895,"butter"
2895,"dill"
2895,"clam"
2895,"wheat"
2895,"shiitake"
2895,"salmon"
2895,"white_wine"
2895,"lard"
2895,"rice"
2895,"egg"
2895,"leek"
2895,"cream"
2896,"butter"
2896,"wheat"
2896,"potato"
2896,"nutmeg"
2896,"black_pepper"
2896,"egg"
2897,"butter"
2897,"cocoa"
2897,"wheat"
2897,"apricot"
2897,"vanilla"
2897,"egg"
2897,"cream"
2898,"wheat"
2898,"yeast"
2898,"milk_fat"
2898,"vegetable_oil"
2898,"raspberry"
2898,"egg"
2898,"milk"
2898,"strawberry"
2899,"butter"
2899,"cheese"
2899,"wheat"
2899,"cinnamon"
2899,"egg"
2899,"milk"
2899,"cottage_cheese"
2900,"vanilla"
2900,"cream"
2901,"tomato"
2901,"olive_oil"
2901,"lemon_juice"
2901,"apple"
2901,"onion"
2901,"black_pepper"
2901,"parsley"
2901,"zucchini"
2901,"garlic"
2901,"rice"
2901,"okra"
2902,"lemon_juice"
2902,"wheat"
2902,"apple"
2902,"potato"
2902,"black_pepper"
2902,"parsnip"
2902,"chive"
2902,"vegetable_oil"
2902,"egg"
2902,"cream"
2903,"butter"
2903,"dill"
2903,"green_bell_pepper"
2903,"wheat"
2903,"onion"
2903,"potato"
2903,"bacon"
2903,"white_wine"
2903,"bell_pepper"
2903,"roasted_beef"
2903,"liver"
2904,"lamb"
2904,"olive_oil"
2904,"garlic"
2904,"chive"
2904,"black_pepper"
2904,"parsley"
2905,"horseradish"
2905,"smoked_sausage"
2905,"beet"
2905,"smoke"
2906,"butter"
2906,"cheese"
2906,"wheat"
2906,"mushroom"
2906,"onion"
2906,"potato"
2906,"egg_noodle"
2906,"cream"
2906,"sauerkraut"
2907,"tomato"
2907,"olive_oil"
2907,"beef"
2907,"wheat"
2907,"thyme"
2907,"mushroom"
2907,"egg_noodle"
2907,"cayenne"
2907,"onion"
2907,"parsley"
2907,"garlic"
2907,"beef_broth"
2908,"apple"
2908,"veal"
2908,"carrot"
2908,"turnip"
2908,"white_bread"
2908,"milk"
2908,"cream"
2908,"lemon"
2908,"cayenne"
2908,"celery"
2908,"milk_fat"
2908,"horseradish"
2908,"vegetable"
2908,"vegetable_oil"
2908,"pepper"
2908,"kohlrabi"
2908,"vinegar"
2908,"shallot"
2908,"black_pepper"
2908,"champagne_wine"
2908,"garlic"
2908,"bone_oil"
2908,"butter"
2908,"juniper_berry"
2908,"lovage"
2908,"onion"
2908,"thyme"
2908,"bay"
2908,"nutmeg"
2908,"cinnamon"
2909,"butter"
2909,"cheese"
2909,"pepper"
2909,"wheat"
2909,"onion"
2909,"shallot"
2909,"black_pepper"
2909,"nutmeg"
2909,"chive"
2909,"garlic"
2909,"beef_broth"
2909,"egg"
2910,"olive_oil"
2910,"lemon_juice"
2910,"apple"
2910,"dill"
2910,"fish"
2910,"black_pepper"
2910,"champagne_wine"
2910,"lettuce"
2910,"seed"
2910,"cucumber"
2910,"vegetable_oil"
2910,"salmon_roe"
2910,"cream"
2910,"vinegar"
2910,"caraway"
2910,"parsley"
2910,"horseradish"
2910,"beet"
2910,"garlic"
2911,"butter"
2911,"lemon_juice"
2911,"wheat"
2911,"gelatin"
2911,"vanilla"
2911,"strawberry"
2911,"orange"
2911,"cream"
2912,"apricot"
2912,"rum"
2913,"cocoa"
2914,"butter"
2914,"pork"
2914,"marjoram"
2914,"wheat"
2914,"mustard"
2914,"onion"
2914,"apricot"
2914,"corn"
2914,"white_wine"
2914,"carrot"
2914,"garlic"
2914,"roasted_beef"
2914,"plum"
2914,"chicken_broth"
2915,"butter"
2915,"cheese"
2915,"lemon"
2915,"vanilla"
2915,"raisin"
2915,"cream"
2915,"egg"
2915,"milk"
2915,"bread"
2916,"butter"
2916,"wheat"
2916,"apricot"
2916,"vanilla"
2916,"milk_fat"
2916,"brandy"
2916,"egg"
2916,"milk"
2917,"coriander"
2917,"fenugreek"
2917,"cilantro"
2917,"vinegar"
2917,"cayenne"
2917,"seed"
2917,"garlic"
2917,"bell_pepper"
2917,"basil"
2917,"wine"
2918,"butter"
2918,"cheese"
2918,"wheat"
2918,"potato"
2918,"egg_noodle"
2918,"walnut"
2918,"brandy"
2918,"cinnamon"
2918,"apricot"
2918,"bread"
2919,"butter"
2919,"olive_oil"
2919,"pepper"
2919,"wheat"
2919,"thyme"
2919,"mushroom"
2919,"egg"
2919,"chicken_broth"
2919,"onion"
2919,"parsley"
2919,"milk_fat"
2919,"nutmeg"
2919,"chive"
2919,"rosemary"
2919,"milk"
2920,"butter"
2920,"potato"
2920,"yogurt"
2920,"egg"
2920,"black_pepper"
2920,"cottage_cheese"
2921,"juniper_berry"
2921,"caraway"
2921,"sauerkraut"
2921,"onion"
2921,"chicken_broth"
2921,"bacon"
2921,"white_wine"
2921,"smoked_sausage"
2921,"smoke"
2921,"carrot"
2921,"seed"
2921,"pork_sausage"
2922,"egg"
2922,"wheat"
2923,"coriander"
2923,"olive_oil"
2923,"pork"
2923,"onion"
2923,"fenugreek"
2923,"potato"
2923,"cilantro"
2923,"seed"
2923,"garlic"
2923,"savory"
2924,"tomato"
2924,"olive_oil"
2924,"beef"
2924,"onion"
2924,"black_pepper"
2924,"parsley"
2924,"garlic"
2924,"bell_pepper"
2924,"rice"
2924,"egg"
2925,"butter"
2925,"lemon"
2925,"wheat"
2925,"cinnamon"
2925,"currant"
2925,"almond"
2925,"egg"
2926,"butter"
2926,"wheat"
2926,"black_pepper"
2926,"white_wine"
2926,"carrot"
2926,"garlic"
2926,"tomato"
2926,"milk"
2926,"cream"
2926,"lamb"
2926,"thyme"
2926,"onion"
2926,"potato"
2926,"turnip"
2926,"beef_broth"
2926,"leek"
2927,"butter"
2927,"wheat"
2927,"yeast"
2927,"milk_fat"
2927,"chive"
2927,"rice"
2927,"egg"
2927,"milk"
2927,"cream"
2928,"sauerkraut"
2928,"thyme"
2928,"potato"
2928,"onion"
2928,"smoked_sausage"
2928,"beef_broth"
2928,"pork_sausage"
2928,"apple"
2929,"butter"
2929,"wheat"
2929,"starch"
2929,"vanilla"
2929,"cherry_brandy"
2929,"milk_fat"
2929,"gelatin"
2929,"currant"
2929,"egg"
2929,"milk"
2930,"butter"
2930,"wheat"
2930,"cherry"
2930,"vanilla"
2930,"nutmeg"
2930,"cinnamon"
2930,"hazelnut"
2930,"egg"
2931,"butter"
2931,"brandy"
2931,"wheat"
2931,"vanilla"
2931,"egg"
2931,"walnut"
2932,"tomato"
2932,"olive_oil"
2932,"caraway"
2932,"beef"
2932,"grape_juice"
2932,"garlic"
2932,"bell_pepper"
2932,"beef_broth"
2932,"seed"
2933,"honey"
2933,"seed"
2933,"barley"
2933,"apricot"
2933,"almond"
2933,"raisin"
2933,"cinnamon"
2934,"pork"
2934,"wheat"
2934,"sauerkraut"
2934,"beef"
2934,"black_pepper"
2934,"scallion"
2934,"smoked_sausage"
2934,"smoke"
2934,"vegetable_oil"
2934,"egg"
2934,"apple"
2935,"butter"
2935,"coffee"
2935,"wheat"
2935,"mustard"
2935,"onion"
2935,"rum"
2935,"vanilla"
2935,"parsley"
2935,"cocoa"
2935,"cucumber"
2935,"chive"
2935,"vegetable_oil"
2935,"egg"
2935,"cream"
2936,"tomato"
2936,"olive_oil"
2936,"onion"
2936,"dill"
2936,"raisin"
2936,"pistachio"
2936,"cinnamon"
2936,"rice"
2937,"butter"
2937,"juniper_berry"
2937,"apple"
2937,"onion"
2937,"shallot"
2937,"black_pepper"
2937,"chicken_broth"
2937,"bacon"
2937,"thyme"
2937,"white_wine"
2937,"cream"
2937,"sauerkraut"
2938,"cane_molasses"
2938,"cheese"
2938,"wheat"
2938,"apple"
2938,"cherry"
2938,"vanilla"
2938,"walnut"
2938,"butter"
2938,"cream_cheese"
2938,"vegetable_oil"
2938,"egg"
2939,"butter"
2939,"lemon"
2939,"apricot"
2939,"cinnamon"
2939,"hazelnut"
2939,"wheat"
2939,"lemon_peel"
2939,"egg"
2940,"lamb"
2940,"pepper"
2940,"onion"
2940,"parsley"
2940,"lettuce"
2940,"garlic"
2940,"yogurt"
2940,"milk"
2940,"bread"
2941,"butter"
2941,"milk_fat"
2941,"wheat"
2941,"egg"
2941,"vanilla"
2941,"raisin"
2941,"milk"
2942,"butter"
2942,"wheat"
2942,"apricot"
2942,"raisin"
2942,"honey"
2942,"cinnamon"
2942,"cream_cheese"
2942,"orange"
2942,"egg"
2943,"cherry"
2943,"apple"
2944,"olive_oil"
2944,"black_pepper"
2944,"thyme"
2944,"seed"
2944,"garlic"
2944,"butter"
2944,"cream"
2944,"turkey"
2944,"caraway"
2944,"meat"
2944,"onion"
2944,"potato"
2944,"egg_noodle"
2944,"chicken_broth"
2944,"bay"
2944,"bell_pepper"
2944,"pumpkin"
2945,"tomato"
2945,"butter"
2945,"onion"
2945,"egg_noodle"
2945,"black_pepper"
2945,"parsley"
2945,"garlic"
2945,"bell_pepper"
2945,"vegetable_oil"
2945,"chicken"
