"id","ing"
353,"beef_broth"
353,"egg"
353,"soy_sauce"
353,"soybean"
354,"sesame_oil"
354,"beef"
354,"roasted_sesame_seed"
354,"matsutake"
354,"black_pepper"
354,"scallion"
354,"garlic"
354,"soy_sauce"
355,"vinegar"
355,"roasted_sesame_seed"
355,"cayenne"
355,"scallion"
355,"garlic"
355,"soybean"
355,"cucumber"
355,"rice"
356,"beef"
356,"roasted_sesame_seed"
356,"soy_sauce"
356,"cayenne"
356,"ginger"
356,"scallion"
356,"lettuce"
356,"garlic"
356,"vegetable"
356,"sake"
357,"garlic"
357,"fish"
357,"cayenne"
357,"soy_sauce"
357,"potato"
358,"sweet_potato"
358,"onion"
358,"roasted_sesame_seed"
358,"soy_sauce"
358,"cayenne"
358,"ginger"
358,"soybean"
358,"vegetable"
358,"cabbage"
358,"rice"
358,"chicken"
358,"sesame_oil"
359,"sesame_oil"
359,"radish"
359,"fish"
359,"black_pepper"
359,"ginger"
359,"garlic"
359,"seaweed"
359,"shrimp"
359,"beef"
359,"roasted_sesame_seed"
359,"soy_sauce"
359,"cayenne"
359,"chinese_cabbage"
359,"scallion"
359,"sesame_seed"
359,"rice"
360,"vinegar"
360,"radish"
360,"fish"
360,"cayenne"
360,"scallion"
360,"cucumber"
360,"soybean"
360,"vegetable"
360,"garlic"
360,"rice"
360,"soy_sauce"
361,"radish"
361,"fish"
361,"cayenne"
361,"ginger"
361,"scallion"
361,"garlic"
361,"vegetable_oil"
361,"soy_sauce"
362,"nut"
362,"cucumber"
362,"sesame_seed"
362,"soybean"
363,"pork"
363,"wheat"
363,"mustard"
363,"sake"
363,"soy_sauce"
363,"roasted_sesame_seed"
363,"vegetable"
363,"vegetable_oil"
363,"egg"
363,"bread"
364,"carrot"
364,"kelp"
364,"potato"
364,"sake"
364,"garlic"
364,"soy_sauce"
364,"ginger"
365,"fish"
365,"cayenne"
365,"chinese_cabbage"
365,"scallion"
365,"garlic"
365,"ginger"
365,"mussel"
365,"shrimp"
366,"sesame_oil"
366,"beef"
366,"roasted_sesame_seed"
366,"black_pepper"
366,"nut"
366,"pear"
366,"lettuce"
366,"cucumber"
366,"soy_sauce"
367,"vinegar"
367,"beef"
367,"onion"
367,"sake"
367,"radish"
367,"soy_sauce"
367,"black_pepper"
367,"vegetable"
367,"vegetable_oil"
367,"mustard"
367,"rice"
367,"sesame_oil"
368,"roasted_sesame_seed"
368,"rice"
368,"meat"
368,"sesame_oil"
368,"scallion"
369,"fish"
369,"black_pepper"
369,"soy_sauce"
369,"ginger"
370,"eel"
370,"rice"
370,"black_pepper"
370,"garlic"
370,"vegetable_oil"
371,"wheat"
371,"sesame_oil"
371,"yeast"
371,"cayenne"
371,"scallion"
371,"eel"
371,"nira"
371,"vegetable_oil"
372,"sake"
372,"shiitake"
372,"honey"
372,"eel"
372,"carrot"
372,"soybean"
372,"egg"
372,"soy_sauce"
373,"sesame_oil"
373,"onion"
373,"starch"
373,"cayenne"
373,"shiitake"
373,"black_pepper"
373,"carrot"
373,"garlic"
373,"bell_pepper"
373,"soybean"
373,"vegetable"
373,"vegetable_oil"
373,"beef_broth"
373,"soy_sauce"
374,"radish"
374,"fish"
374,"black_pepper"
374,"ginger"
374,"scallion"
374,"garlic"
374,"soybean"
374,"vegetable"
374,"vegetable_oil"
